ID,Name,Latitude,Longitude,Glottocode,Name_and_ID_in_source,xd_id,alt_names_by_society,main_focal_year,HRAF_name_ID,HRAF_ID,origLat,origLong,comment,glottocode_comment,region
Ej3,Semang,5,101,kens1248,Semang (Ej3),xd725,,1920,Semang (AN07),AN07,5,101,Original,,Malesia
Ej4,Annamese,17,107,viet1252,Annamese (Ej4),xd726,Vietnamese,1950,Vietnam (AM11),AM11,17,107,Original,,Indo-China
Ej5,Khmer,12,105,cent1989,Cambodians (Ej5),xd727,Cambodians,1950,Cambodians (AM04),AM04,12,105,Original,"Note, previously matched to a dialect of cent1989 (sout2688); rematched to [cent1989] after ""Ancient Khmer"" linked to a different language (so no longer sharing tip of cent1989 with ""Cambodians"" (5Sept2018). Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction.",Indo-China
Ej6,Moken,11.78,98.28,moke1242,Selung (Ej6),xd728,Selung; Mawken; Salon; Sea Gypsies,1920,,,12,98,Revised,,Indo-China
Ej7,Akha,21,100,akha1245,Akha (Ej7),xd729,e-Kaw; Kaw,1950,,,21,100,Original,,Indo-China
Ac7,Yao,-13,36,yaoo1241,Yao (Ac7),xd73,Achawa; Wayao,1920,Yao (FT07),FT07,-13,36,Original,,South Tropical Africa
Ej8,Malays,5,103,mala1479,Malays (Ej8),xd730,,1940,Malays (AN05),AN05,5,103,Original,,Malesia
Ej9,Thai,15,100,thai1261,Siamese (Ej9),xd731,Siamese; Central Thai,1940,,,15,100,Original,,Indo-China
Ia1,Atayal,24,121,atay1247,Atayal (Ia1),xd732,,1930,,,24,121,Original,,Eastern Asia
Ia10,Bunun,24,121,bunu1267,Bunun (Ia10),xd733,,1930,,,24,121,Original,,Eastern Asia
Ia11,Puyuma,23,121,puyu1239,Puyuma (Ia11),xd734,,1930,,,23,121,Original,,Eastern Asia
Ia12,Sugbuanon,10.2,123.65,cebu1242,Sugbuhanon (Ia12),xd735,Cebuanos; Sugbuhanon; Cebuan Bisaya; Cebuans,1950,Central (OA14),OA14,10,124,Revised,,Malesia
Ia13,Badjau Tawi-Tawi,5.09,119.97,sout2918,Badjau Tawi-Tawi (Ia13),xd736,Tawi-Tawi Badjaw; Badjau,1960,,,5,120,Revised,,Malesia
Ia14,Tao,22.05,121.55,yami1254,Yami (Ia14),xd737,Yami,1930,,,22,122,Revised,,Eastern Asia
Ia15,Manobo,8,126,agus1235,Manobo (Ia15),xd738,,1920,,,8,126,Original,Note 8Feb2018: Changed based on note from HH: Why W Bukidnon Manobo rather than e.g. Agusan Manobo [msm]?,Malesia
Ia16,Kalinga,18,121,lubu1243,Kalinga (Ia16),xd739,,1910,,,18,121,Original,,Malesia
Ac8,Yombe,-5,13,yomb1244,Yombe (Ac8),xd74,Bayombe; Mayombe,1930,,,-5,13,Original,,West-Central Tropical Africa
Ia17,Bilaan,6,125,koro1310,Bilaan (Ia17),xd740,,1910,,,6,125,Original,,Malesia
Ia18,Bisayan,10,123,akla1241,Bisayan (Ia18),xd741,Visayan,1950,,,10,123,Original,,Malesia
Ia2,Sagada,17,121,nort2877,Sagada (Ia2),xd742,Sagada Igorot,1950,,,17,121,Original,,Malesia
Ia3,Ifugao,17,121,tuwa1243,Ifugao (Ia3),xd743,,1920,Ifugao (OA19),OA19,17,121,Original,"Changed to ifk from ifb on 8 April 2017 based on comment from H. Hammarström: Barton is source, and while he doesn't say specifically which group his observations pertain to, he was working using Kiangan as his base, which would make it Ifugao-Tuwali [ifk]",Malesia
Ia4,Subanun,8,123,cent2089,Subanun (Ia4),xd744,,1950,,,8,123,Original,,Malesia
Ia5,Hanunoo,13,121,hanu1241,Hanunoo (Ia5),xd745,,1950,,,13,121,Original,,Malesia
Ia6,Paiwan,22.44,120.77,paiw1248,Paiwan (Ia6),xd746,,1930,,,22,121,Revised,,Eastern Asia
Ia7,Tagbanua,10,119,tagb1258,Tagbanua (Ia7),xd747,,1950,,,10,119,Original,,Malesia
Ia8,Bontok,17,121,cent2292,Bontok (Ia8),xd748,,1900,,,17,121,Original,,Malesia
Ia9,Ami,22.7,121.05,amis1246,Ami (Ia9),xd749,Pangcah,1930,,,22,121,Revised,,Eastern Asia
Ac9,Ngoni,-12,33,ngon1269,Ngoni (Ac9),xd75,Angoni,1940,Ngoni (FR05),FR05,-12,33,Original,,South Tropical Africa
Ib1,Iban,2,112,iban1264,Iban (Ib1),xd750,Dayak; Sea Dayak,1950,Iban (OC06),OC06,2,112,Original,,Malesia
Ib2,Javanese,-7,110,java1254,Javanese (Ib2),xd751,,1950,Javanese (OE05),OE05,-7,110,Original,"Note, previously linked to language iso ""jas"" (New Caledonian Javanese); on 3Mar2016 Hannah Haynie checked refs/coordinates and concluded ""jav"" was a better match; it was temporarily switched back to [jas/newc1244] on 8Aug2018 but that was a mistake, should be [jav]/[java1254] (updated note: 5Sept2018 kk)",Malesia
Ib3,Balinese,-8.18,115.02,bali1278,Balinese (Ib3),xd752,,1950,Bali (OF07),OF07,-8,115,Revised,"Note, previously linked to language iso ""mhp"" (Malay, Balinese). Hannah Haynie checked refs/coordinates and concluded ""ban"" (Bali, glottocode bali1278) was a better match (3 Mar 2016)",Malesia
Ib4,Toba Batak,2,99,bata1289,Batak (Ib4),xd753,Toba; Batak,1930,,,2,99,Original,,Malesia
Ib5,Kadazan-Dusun,6,117,cent2100,Dusun (Ib5),xd754,Dusun,1920,,,6,117,Original,,Malesia
Ib6,Minangkabau,-1,101,mina1268,Minangkabau (Ib6),xd755,,1920,,,-1,101,Original,,Malesia
Ib7,Mentaweians,-2.93,100.23,ment1249,Mentaweians (Ib7),xd756,,1920,Mentawaians (OD09),OD09,-3,100,Revised,,Malesia
Ib8,Anak Dalam,-3,103,kubu1239,Kubu (Ib8),xd757,Orang Batin Sembilan; Orang Rimba; Kubu,1900,,,-3,103,Original,,Malesia
Ib9,Punan,3,115,puna1275,Punan (Ib9),xd758,,1950,,,3,115,Original,"Note, previously this xd_id was associated with language iso sge (Segai); Hannah Haynie reviewed references and coordinates and concluded should be matched to language iso ""pna"", glottolog language puna1275 (3 Mar 2016)",Malesia
Ic1,Macassarese,-5.31,119.69,maka1311,Macassarese (Ic1),xd759,,1940,Makassar (OG06),OG06,-5,119,Revised,,Malesia
Ad1,Bajuni,-2,41,baju1245,Bajun (Ad1),xd76,Wabajuni; Bajun; Bagiuni; Barjun; Wagunya,1950,,,-2,41,Original,,East Tropical Africa
Ic10,Tobelorese,1,128,tobe1252,Tobelorese (Ic10),xd760,Togutil,1910,,,1,128,Original,,Malesia
Ic11,Ambonese,-3.71,128.18,ambo1250,Ambonese (Ic11),xd761,,1950,,,-4,128,Revised,,Malesia
Ic12,Sumbawanese,-8.63,117.27,sumb1241,Sumbawanese (Ic12),xd762,,1951,,,-4,118,Revised,,Malesia
Ic13,Kodi,-9.66,119.07,kodi1247,Kodi (Ic13),xd763,West Sumbanese,1950,,,-10,119,Revised,,Malesia
Ic2,Alorese,-8.22,124.26,abui1241,Alorese (Ic2),xd764,Abui,1940,Alor (OF05),OF05,-8,125,Revised,Changed from aol to abz on 8 April 2017 based on comment from H. Hammarström: Sources are DuBois and Nicolspeyer. They both worked with Abui (abz) speakers.,Malesia
Ic3,Belu,-9,126,tetu1245,Belu (Ic3),xd765,,1950,,,-9,126,Original,,Malesia
Ic4,Rotinese,-10.71,123.18,term1237,Rotinese (Ic4),xd766,Atahori Rote; Hataholi Lote,1920,,,-11,123,Revised,,Malesia
Ic5,Toradja,-2,121,pamo1252,Toradja (Ic5),xd767,,1910,Toradja (OG11),OG11,-2,121,Original,"Changed to pamo1252 (pmf, Pamona) from tora1261 (sda, Sa'dan) on 3Oct2018. Reason: the SCCS focus is on the Bare'e subgroup, which is the focus of (Adriani and Kruijt, 1912). Harald Hammarstrom notes that this group speaks Pamona [pmf], not Sa'dan [sda]. Note, this change may not be incorporated to Bouckaert/Atkinson global tree because of timing of correction.",Malesia
Ic6,Tanimbarese,-8.19,130.96,sela1259,Tanimbarese (Ic6),xd768,,1930,,,-8,131,Revised,,Malesia
Ic7,Ili-Mandiri,-8.33,122.85,lama1277,Ili-Mandiri (Ic7),xd769,,1920,,,-8,123,Revised,,Malesia
Ad10,Shambaa,-5,38,sham1280,Shambala (Ad10),xd77,Wasambaa; Shambala; Sambara; Waschambala,1910,,,-5,38,Original,,East Tropical Africa
Ic8,Kei,-5.58,133.07,keii1239,Kei (Ic8),xd770,Kei Islanders,1890,,,-6,133,Revised,,Malesia
Ic9,Sumbanese,-10,120,kamb1299,Sumbanese (Ic9),xd771,Tau Humba,1930,,,-10,120,Original,,Malesia
Id1,Northern Aranda,-24,134,east2379,Aranda (Id1),xd772,Aranda (Northern); Northern Arenda; Arunta,1900,Aranda (OI08),OI08,-24,134,Original,"Note 8Feb2018: Not changed, despite note from HH: ""Why is Strehlow not associated rather with Western Arrarnta [are]"". According to White SCCS Pinpointing sheets, focus is ""The Arunta Mbainda of Alice Springs: [...] closely studied by Spencer and Gillen in 1896, restudied in 1901, and visited by Spencer in 1926 for some follow-up reconstruction work with several informants."" [So, Strehlow was perhaps used for supporting materials?]",Australia
Id10,Walbiri,-22,132,warl1254,Walbiri (Id10),xd773,Warlpiri,1930,,,-22,132,Original,,Australia
Id11,Gidjingali,-12.29,134.32,gunn1248,Gidjingali (Id11),xd774,Burarra; Gun-nartpa,1950,,,-12,135,Revised,,Australia
Id12,Yir Yoront,-15,142,jirj1239,Yir Yoront (Id12),xd775,,1930,,,-15,142,Original,"Note, previously yiy and yiry1245, however both codes have been retired",Australia
Id13,Anindilyagwa,-13.99,136.6,anin1240,Groote Eylandt (Id13),xd776,Enindilywakwa; Groote Eylandt; Groote Eyelandt,1930,,,-14,137,Revised,,Australia
Id2,"Yolngu, Dhuwal",-12.48,135.96,dhuw1249,Murngin (Id2),xd777,Murngin; Wulamba; Dhuwal,1930,Murngin (OI17),OI17,-12,136,Revised,,Australia
Id3,Tiwi,-11.56,130.81,tiwi1244,Tiwi (Id3),xd778,,1920,Tiwi (OI20),OI20,-12,131,Revised,,Australia
Id4,Diyari,-28,138,dier1241,Dieri (Id4),xd779,Dieri; Dieri,1900,,,-28,138,Original,,Australia
Ad11,Bena,-9,36,bena1262,Bena (Ad11),xd78,Wabena,1930,Bena (FN31),FN31,-9,36,Original,,East Tropical Africa
Id5,Kariyarra,-21,118,kari1304,Kariera (Id5),xd780,Kariera,1910,,,-21,118,Original,,Australia
Id6,Wikmunkan,-14,142,wikm1247,Wikmunkan (Id6),xd781,Wikmunkun,1920,,,-14,142,Original,,Australia
Id7,Murriny Patha,-14,130,murr1258,Murinbata (Id7),xd782,Murriny Patha; Murinbata,1940,,,-14,130,Original,,Australia
Id8,Tasmanians (northwestern),-42,146,port1278,Tasmanians (Id8),xd783,Palawa; Tasmanians (northwestern); Tasmanians (Western); Tasmanians (West Coast),1830,Tasmanians (OI19),OI19,-42,146,Original,"Note, previously tasm1247, but languages difficult to assign with certainty, so chose another western tasmanian language not considered a ""bookkeeping"" language by glottolog",Australia
Id9,Ngiyambaa,-32,146,wang1291,Wongaibon (Id9),xd784,Wongaibon,1910,,,-32,146,Original,,Australia
Ie1,Mee,-4,136,ekar1243,Kapauku (Ie1),xd785,Kapauku,1950,Kapauku (OJ29),OJ29,-4,136,Original,,Papuasia
Ie10,Motu,-9,147,motu1246,Motu (Ie10),xd786,,1950,,,-9,147,Original,,Papuasia
Ie11,Kakoli,-6,144,umbu1258,Kakoli (Ie11),xd787,,1950,,,-6,144,Original,,Papuasia
Ie12,Kwoma,-4,142,kwom1262,Kwoma (Ie12),xd788,,1930,Kwoma (OJ13),OJ13,-4,142,Original,,Papuasia
Ie13,Kiwai,-9,143,sout2949,Kiwai (Ie13),xd789,,1920,,,-9,143,Original,,Papuasia
Ad12,Gusii,-1,35,gusi1247,Gusii (Ad12),xd79,Abagusii; Gizii; Kissi; Kosova,1940,Gusii (FL08),FL08,-1,35,Original,,East Tropical Africa
Ie14,Miriam,-9.91,144.06,meri1244,Miriam (Ie14),xd790,,1900,,,-10,144,Revised,,Papuasia
Ie15,Abelam,-3.79,143.09,ambu1247,Abelam (Ie15),xd791,,1930,,,4,-145,Revised,,Papuasia
Ie16,Kutubu,-6,143,foii1241,Kutubu (Ie16),xd792,,1940,,,-6,143,Original,,Papuasia
Ie17,Siane,-6,145,sian1257,Siane (Ie17),xd793,,1940,,,-6,145,Original,,Papuasia
Ie18,Kimam,-7.52,138.46,kima1246,Kimam (Ie18),xd794,Frederik-Hendrik Islanders,1940,,,-7,138,Revised,,Papuasia
Ie19,Marind-Amin,-8,139,nucl1622,Marindamin (Ie19),xd795,Marindamin; Tugeri,1910,,,-8,139,Original,,Papuasia
Ie2,Wantoat,-6.15,146.53,want1252,Wantoat (Ie2),xd796,,1920,,,-7,147,Revised,,Papuasia
Ie20,Koita,-9,147,koit1244,Koita (Ie20),xd797,,1900,,,-9,147,Original,,Papuasia
Ie21,Mailu,-10,149,mail1248,Mailu (Ie21),xd798,,1900,,,-10,149,Original,,Papuasia
Ie22,Mekeo,-9,147,meke1243,Mekeo (Ie22),xd799,,1900,,,-9,147,Original,,Papuasia
Aa8,/Xam,-30,23,xamm1241,Xam (Aa8),xd8,Xam; Cape Bushman,1850,,,-30,23,Original,,Southern Africa
Ad13,Kiga,-3,30,chig1238,Chiga (Ad13),xd80,Chiga; Bachiga; Ciga; Kyiga,1930,,,-3,30,Original,,West-Central Tropical Africa
Ie23,Muju,-6,141,sout2940,Muju (Ie23),xd800,,1950,,,-6,141,Original,,Papuasia
Ie24,Koiari,-9,148,gras1249,Koiari (Ie24),xd801,,1870,,,-9,148,Original,,Papuasia
Ie25,Mafulu,-8,147,fuyu1242,Mafulu (Ie25),xd802,,1920,,,-8,147,Original,,Papuasia
Ie26,Ngarawapum,-6,146,adze1240,Ngarawapum (Ie26),xd803,,1940,,,-6,146,Original,,Papuasia
Ie27,Banaro,-4.56,144.34,bana1292,Banaro (Ie27),xd804,,1910,,,-4,145,Revised,,Papuasia
Ie28,Busama,-6.69,147.26,buga1250,Busama (Ie28),xd805,,1940,,,-7,147,Revised,,Papuasia
Ie29,Manam,-4.08,145.03,mana1295,Manam (Ie29),xd806,,1930,,,-4,145,Revised,,Papuasia
Ie3,Arapesh,-4,144,buki1249,Arapesh (Ie3),xd807,,1930,,,-4,144,Original,Note 8Feb2018: Changed based on note from HH: Why is Mead's Arapesh associated with Bumbita rather than Bukiyip [ape]?,Papuasia
Ie30,Mimika,-4,135,kamo1255,Mimika (Ie30),xd808,,1950,,,-4,135,Original,,Papuasia
Ie31,Fore,-6,145,fore1270,Fore (Ie31),xd809,,1950,,,-6,145,Original,,Papuasia
Ad14,Luguru,-8,38,lugu1238,Luguru (Ad14),xd81,Waluguru,1930,,,-8,38,Original,,East Tropical Africa
Ie32,Sio,-6,147,sioo1240,Sio (Ie32),xd810,,1964,,,-6,147,Original,,Papuasia
Ie33,Soromadja,-2,138,nucl1595,Soromadja (Ie33),xd811,Tor,1950,,,-2,138,Original,,Papuasia
Ie34,Bgu,-2.34,139.6,bong1287,Bgu (Ie34),xd812,,1960,,,-2,140,Revised,,Papuasia
Ie35,Iatmul,-4,143,iatm1242,Iatmul (Ie35),xd813,,1930,,,-4,143,Original,,Papuasia
Ie36,Samarokena,-3,140,sama1240,Samarokena (Ie36),xd814,,1950,,,-3,140,Original,,Papuasia
Ie37,Star Mountain,-5,141,ngal1298,Star Mountain (Ie37),xd815,Star Mountain Papuans,1960,,,-5,141,Original,,Papuasia
Ie38,Dani,-4,139,midg1235,Dani (Ie38),xd816,,1960,,,-4,139,Original,,Papuasia
Ie39,Elema,-7.82,145.31,orok1267,Elema (Ie39),xd817,,1920,,,-8,145,Revised,,Papuasia
Ie4,Wogeo,-3.24,144.1,woge1237,Wogeo (Ie4),xd818,,1930,Wogeo (OJ27),OJ27,-3,144,Revised,,Papuasia
Ie5,Keraki,-9,142,namb1293,Keraki (Ie5),xd819,,1930,,,-9,142,Original,,Papuasia
Ad15,Iwa,-10,32,nyam1275,Iwa (Ad15),xd82,Awiwa; Wawiwa; Wiwa,1900,,,-10,32,Original,,South Tropical Africa
Ie6,Waropen,-2.14,137.23,waro1242,Waropen (Ie6),xd820,,1930,,,-2,137,Revised,,Papuasia
Ie7,Enga,-6,144,enga1252,Enga (Ie7),xd821,,1950,,,-6,144,Original,,Papuasia
Ie8,Purari,-7,145,pura1257,Purari (Ie8),xd822,,1910,,,-7,145,Original,,Papuasia
Ie9,Orokaiva,-9,148,orok1269,Orokaiva (Ie9),xd823,,1920,Orokaiva (OJ23),OJ23,-9,148,Original,,Papuasia
If1,Palauans,7.45,134.54,pala1344,Palauans (If1),xd824,,1940,Belau (OR15),OR15,7,135,Revised,,Northwestern Pacific
If10,Nomoians,6.89,152.74,mort1237,Nomoians (If10),xd825,Mortlock Islanders,1940,,,6,153,Revised,,Northwestern Pacific
If11,Kosraeans,5.31,162.98,kosr1238,Kusaians (If11),xd826,Kusaians,1860,,,5,163,Revised,,Northwestern Pacific
If12,Bikinians,11.7,165.29,rali1241,Bikinians (If12),xd827,,1940,Marshalls (OR11),OR11,12,165,Revised,,Northwestern Pacific
If13,Nauruans,-0.53,166.92,naur1243,Nauruans (If13),xd828,,1900,,,-1,166,Revised,,Southwestern Pacific
If14,Makin,3.38,172.99,bana1287,Makin (If14),xd829,Gilbertese,1890,,,3,173,Revised,,Southwestern Pacific
Ad16,Ngonde,-10,34,ngon1268,Ngonde (Ad16),xd83,Konde; Nkonde; Wangonde,1920,Ngonde (FN17),FN17,-10,34,Original,,South Tropical Africa
If15,Carolinians,15.21,145.76,caro1242,Carolinians (If15),xd830,,1930,,,15,146,Revised,,Northwestern Pacific
If16,Lamotrek,7.46,146.38,lamo1243,Lamotrek (If16),xd831,,1960,,,7,146,Revised,,Northwestern Pacific
If17,Marshallese - Jaluit atoll,6.28,169.49,rali1241,Marshallese (If17),xd832,,1900,Marshallese (OR11),OR11,6,169,Revised,"12 Nov 2018 - dialect assigment corrected (should have been Ralik, rali1241, not Ratak, rata1243).",Northwestern Pacific
If2,Trukese,7.34,151.6,chuu1238,Trukese (If2),xd833,Chuukese,1940,Truk (OR19),OR19,7,152,Revised,,Northwestern Pacific
If3,Majuro,7.09,171.13,rata1243,Majuro (If3),xd834,Marshallese,1940,Marshalls (OR11),OR11,7,171,Revised,,Northwestern Pacific
If4,Ifaluk,7.25,144.46,nucl1479,Ifuluk (If4),xd835,Ifuluk,1940,Woleai (OR21),OR21,7,147,Revised,,Northwestern Pacific
If5,Ponapeans,6.88,158.22,pohn1238,Ponapeans (If5),xd836,Pohnpeian,1910,,,7,158,Revised,,Northwestern Pacific
If6,Yapese,9.55,138.13,yape1248,Yapese (If6),xd837,,1910,Yap (OR22),OR22,9,138,Revised,,Northwestern Pacific
If7,Gilbert Onotoa,-1.47,175.06,nuii1237,Gilbert Onotoa (If7),xd838,Onotoa; Gilbertese,1940,,,-2,174,Revised,,Southwestern Pacific
If8,Chamorro,15.13,145.71,cham1312,Chamorro (If8),xd839,,1950,,,15,145,Revised,,Northwestern Pacific
Ad17,Safwa,-8,33,safw1238,Safwa (Ad17),xd84,Wassafwa,1920,,,-8,33,Original,,East Tropical Africa
If9,Ulithians,10.02,139.79,ulit1238,Ulithians (If9),xd840,,1900,,,10,140,Revised,,Northwestern Pacific
Ig1,Siuai,-6,155,siwa1245,Siuai (Ig1),xd841,,1940,Siwai (ON19),ON19,-6,155,Original,,Papuasia
Ig10,Usiai,-2,147,lele1270,Usiai (Ig10),xd842,,1950,,,-2,147,Original,,Papuasia
Ig11,Rossel Islanders,-11.36,154.14,yele1255,Rossel (Ig11),xd843,Rossel,1920,,,-9,154,Revised,,Papuasia
Ig12,Choiseulese,-6.69,156.52,vagh1249,Choiseulese (Ig12),xd844,,1900,,,-6,156,Revised,,Papuasia
Ig13,Aua,-1.74,142.85,wuvu1239,Aua (Ig13),xd845,,1900,,,-2,143,Revised,,Papuasia
Ig14,Dahuni,-10.41,149.91,suau1242,Dahuni (Ig14),xd846,,1900,,,-10,150,Revised,,Papuasia
Ig15,Bakovi,-5.42,150.05,bola1250,Bakovi (Ig15),xd847,,1950,,,-5,150,Revised,,Papuasia
Ig16,Bwaidoga,-9.44,150.33,bwai1242,Bwaidoga (Ig16),xd848,,1950,,,-9,150,Revised,,Papuasia
Ig17,Kombe,-4.67,149.53,mudu1242,Koobe (Ig17),xd849,Koobe,1950,,,-5,149,Revised,,Papuasia
Ad18,Bende,-7,31,bend1258,Bende (Ad18),xd85,Vende; Wabende,1910,,,-7,31,Original,,East Tropical Africa
Ig18,Kwaio,-9,161,kwai1243,Kwaio (Ig18),xd850,,1960,,,-9,161,Original,,Papuasia
Ig19,Molima,-10,151,moli1248,Molima (Ig19),xd851,,1950,,,-10,151,Original,,Papuasia
Ig2,Trobriands,-8.43,151.09,kili1267,Trobriands (Ig2),xd852,,1910,Trobriands (OL06),OL06,-8,151,Revised,,Papuasia
Ig20,Kaoka,-9.49,159.82,long1395,Kaoka (Ig20),xd853,Kaukau,1920,,,-10,161,Revised,,Papuasia
Ig21,Tangu,-3.38,153.31,tang1348,Tangu (Ig21),xd854,Tanga,1930,,,-3,153,Revised,,Papuasia
Ig3,Kurtatchi,-5.6,154.91,tinp1237,Kurtatchi (Ig3),xd855,Buka,1930,Tinputz (ON06),ON06,-5,154,Revised,,Papuasia
Ig4,Lesu,-3.06,151.66,nots1237,Lesu (Ig4),xd856,New Irelanders,1930,Lesu (OM24),OM24,-3,153,Revised,,Papuasia
Ig5,Dobuans,-10,151,dobu1241,Dobuans (Ig5),xd857,,1920,,,-10,151,Original,,Papuasia
Ig6,Ulawans,-9.63,161.44,saaa1240,Ulawans (Ig6),xd858,,1900,,,-10,161,Revised,,Papuasia
Ig7,Lakalai,-5.5,150.81,naka1262,Lakalai (Ig7),xd859,Western Nakanai,1950,,,-5,151,Revised,,Papuasia
Ad19,Fipa,-8,31,fipa1238,Fipa (Ad19),xd86,Wafipa,1910,,,-8,31,Original,,East Tropical Africa
Ig8,Simboese,-8,157,simb1256,Simboese (Ig8),xd860,Eddystone Islanders,1910,,,-8,157,Original,,Papuasia
Ig9,Manus,-2,147,tita1241,Manus (Ig9),xd861,,1920,Manus (OM06),OM06,-2,147,Original,,Papuasia
Ih1,Mota,-13.84,167.7,mota1237,Mota (Ih1),xd862,,1890,,,-14,168,Revised,,Southwestern Pacific
Ih10,Tannese,-19.6,169.44,sout2869,Tannese (Ih10),xd863,,1920,,,-20,168,Revised,,Southwestern Pacific
Ih11,Epi,-16.61,168.17,lame1260,Epi (Ih11),xd864,,1920,,,-17,168,Revised,,Southwestern Pacific
Ih12,Eromangans,-18.85,169.16,siee1239,Eromangans (Ih12),xd865,,1920,,,-19,169,Revised,,Southwestern Pacific
Ih13,Ranon,-16.18,168.15,nort2839,Ranon (Ih13),xd866,,1920,,,-16,168,Revised,,Southwestern Pacific
Ih14,Mbau Fijians,-17.81,178.32,bauu1243,Mbau Fijians (Ih14),xd867,,1840,,,-18,179,Revised,,Southwestern Pacific
Ih2,Seniang,-16.51,167.47,sout2857,Seniang (Ih2),xd868,,1930,,,-17,167,Revised,,Southwestern Pacific
Ih3,Bunlap,-15.95,168.22,saaa1241,Bunlap (Ih3),xd869,Pentecost,1950,,,-16,168,Revised,,Southwestern Pacific
Ad2,Nyoro,2,32,nyor1246,Nyoro (Ad2),xd87,Banyoro; Kitara,1950,Banyoro (FK11),FK11,2,32,Original,,East Tropical Africa
Ih4,Lau,-17.74,-179.31,laua1243,Lau (Ih4),xd870,,1920,Lau (OQ06),OQ06,-18,179,Revised,,Southwestern Pacific
Ih5,Ajie,-21.37,165.47,ajie1238,Ajie (Ih5),xd871,,1860,,,-22,165,Revised,,Southwestern Pacific
Ih6,Rotumans,-12.5,177.07,rotu1241,Rotumans (Ih6),xd872,,1890,,,-13,177,Revised,,Southwestern Pacific
Ih7,Lifu,-20.94,167.23,dehu1237,Lifu (Ih7),xd873,Lifu Islanders,1910,,,-21,163,Revised,,Southwestern Pacific
Ih8,Vanua Levu,-17.81,178.32,nort2843,Vanua Levu (Ih8),xd874,,1940,,,-17,179,Revised,,Southwestern Pacific
Ih9,Santa Cruz Islanders,-10.73,165.85,natu1246,Santa Cruz (Ih9),xd875,Santa Cruz,1930,Santa Cruz (ON13),ON13,-11,166,Revised,,Southwestern Pacific
Ii1,American Samoans,-13.68,-172.41,samo1305,Samoans (Ii1),xd876,,1920,,,-14.289155,-170.706485,Revised,,Southwestern Pacific
Ii10,Rennell Islanders,-11.74,160.42,renn1242,Rennell (Ii10),xd877,Mugaba; Rennell,1950,,,-12,160,Revised,,Papuasia
Ii12,Tongans,-19.74,-175.07,tong1325,Tongans (Ii12),xd878,,1920,Tongans (OU09),OU09,-20,-174,Revised,,Southwestern Pacific
Ii13,Uveans,-13.28,-176.17,wall1257,Uveans (Ii13),xd879,Wallis Islanders,1830,,,-13,-176,Revised,,Southwestern Pacific
Ad20,Nyamwezi,-5,33,nyam1276,Nyamwezi (Ad20),xd88,Banyamwezi; Wanyamwezi,1920,,,-5,33,Original,,East Tropical Africa
Ii14,Upolu Samoans,-13.94,-171.77,samo1305,Upolu (Ii14),xd880,Upolu; Western Samoans,1829,Samoans (OU08),OU08,-14,172,Revised,,Southwestern Pacific
Ii2,Tikopia,-12.29,168.83,tiko1237,Tikopia (Ii2),xd881,,1930,Tikopia (OT11),OT11,-12,168,Revised,,Southwestern Pacific
Ii3,Pukapukans,-10.89,-165.84,puka1242,Pukapukans (Ii3),xd882,Danger Islanders,1930,Pukapuka (OZ11),OZ11,-11,-166,Revised,,Southwestern Pacific
Ii4,Ellice,-7.48,178.68,tuva1244,Ellice (Ii4),xd883,Tuvalu Islanders,1890,,,-8,178,Revised,,Southwestern Pacific
Ii5,Ontong Java,-5.48,159.7,onto1237,Ontong Java (Ii5),xd884,Leuenuwa; Lord Howe's Islanders,1920,,,-5,160,Revised,,Papuasia
Ii6,Tokelau,-9.2,-171.85,toke1240,Tokelau (Ii6),xd885,,1900,,,-9,-172,Revised,,Southwestern Pacific
Ii7,Kapingamarangi,1.09,154.8,kapi1249,Kapingamarang (Ii7),xd886,Kapingamarang,1910,,,1,155,Revised,,Northwestern Pacific
Ii8,Futunans,-14.31,-178.11,east2447,Futunans (Ii8),xd887,Horne Islanders,1840,,,-14,-178,Revised,,Southwestern Pacific
Ii9,Niueans,-19.05,-169.86,niue1239,Niueans (Ii9),xd888,,1840,,,-19,-169,Revised,,Southwestern Pacific
Ij1,Mangaians,-21.93,-157.91,raro1241,Mangaians (Ij1),xd889,,1820,,,-22,-158,Revised,,South-Central Pacific
Ad21,Pimbwe,-7,31,pimb1238,Pimbwe (Ad21),xd89,Bapimbwe,1930,,,-7,31,Original,,East Tropical Africa
Ij10,Tongarevans,-9.02,-158.03,penr1237,Tongarevans (Ij10),xd890,Penrhyn Islanders,1900,,,-9,-158,Revised,,Southwestern Pacific
Ij2,Māori,-38.41,176.31,maor1246,Maori (Ij2),xd891,Maori,1820,Maori (OZ04),OZ04,-35,175,Revised,,New Zealand
Ij3,Marquesans,-8.9,-140.08,nort2845,Marquesans (Ij3),xd892,,1900,Marquesas (OX06),OX06,-9,-140,Revised,,South-Central Pacific
Ij4,Manihikians,-10.41,-160.98,raka1237,Manihikians (Ij4),xd893,,1850,,,-10,-160,Revised,,Southwestern Pacific
Ij5,Raroians,-15.94,-142.31,tuam1242,Raroians (Ij5),xd894,Rareians,1900,,,-16,-142,Revised,,South-Central Pacific
Ij6,Hawaiians,19.89,-155.83,hawa1245,Hawaiians (Ij6),xd895,,1800,Hawaiians (OV05),OV05,20,-156,Revised,,North-Central Pacific
